src_id,tgt_id,gemini_embed_score,predicted_rel
5.3-3,5.1.3-1,0.6915,COMPLEMENTARITY
5.5-2,5.2.4-2,0.6915,COMPLEMENTARITY
5.3-2,5.2.1-3,0.6914,COMPLEMENTARITY
5.1-2,5.2.4-3,0.6914,COMPLEMENTARITY
5.11-4,5.2.5-2,0.6914,COMPLEMENTARITY
5.3-13,5.4.2-3,0.6914,COMPLEMENTARITY
5.11-4,5.2.3-2.1,0.6914,COMPLEMENTARITY
5.1-3,5.2.5-3,0.6914,COMPLEMENTARITY
5.3-10,5.1.4-5,0.6914,COMPLEMENTARITY
5.4-2,5.2.5-4,0.6914,COMPLEMENTARITY
5.6-5,5.2.5-2.1,0.6913,COMPLEMENTARITY
5.5-7,5.1.3-1.3,0.6913,COMPLEMENTARITY
5.5-6,5.1.2-7,0.6913,COMPLEMENTARITY
5.6-2,5.1.4-1,0.6913,COMPLEMENTARITY
5.6-8,5.3.1-3,0.6913,COMPLEMENTARITY
5.6-8,5.1.4-2,0.6913,COMPLEMENTARITY
5.8-2,5.3.1-2,0.6913,COMPLEMENTARITY
5.6-8,5.1.4-4,0.6913,COMPLEMENTARITY
5.4-2,5.2.2-5,0.6912,COMPLEMENTARITY
5.6-1,5.2.3-2.1,0.6912,COMPLEMENTARITY
5.11-1,5.5.1-2,0.6912,COMPLEMENTARITY
5.11-2,5.2.1-4.1,0.6912,COMPLEMENTARITY
5.11-3,5.2.4-1.1,0.6912,COMPLEMENTARITY
5.6-7,5.1.4-2,0.6912,COMPLEMENTARITY
5.6-3,5.2.5-4.1,0.6912,COMPLEMENTARITY
5.6-1,5.2.2-2,0.6911,COMPLEMENTARITY
5.3-11,5.2.3-2,0.6911,COMPLEMENTARITY
5.3-10,5.4.2-1,0.691,COMPLEMENTARITY
5.5-6,5.2.4-1.1,0.691,COMPLEMENTARITY
5.6-5,5.2.1-4.1,0.691,COMPLEMENTARITY
5.9-2,5.2.5-4.1,0.691,COMPLEMENTARITY
5.1-5,5.5.1-1,0.691,COMPLEMENTARITY
5.3-14,5.4.1-3,0.691,COMPLEMENTARITY
5.1-1,5.1.3-1.1,0.6909,COMPLEMENTARITY
5.7-1,5.1.1-1,0.6909,COMPLEMENTARITY
5.3-5,5.2.3-1,0.6909,COMPLEMENTARITY
5.1-5,5.1.2-6,0.6909,COMPLEMENTARITY
5.6-8,5.2.3-2,0.6908,COMPLEMENTARITY
5.12-2,5.2.1-4.1,0.6908,COMPLEMENTARITY
5.3-16,5.4.1-3,0.6908,COMPLEMENTARITY
5.6-3,5.1.4-1,0.6908,COMPLEMENTARITY
5.5-5,5.2.2-5,0.6908,COMPLEMENTARITY
5.4-1,5.1.2-4,0.6907,COMPLEMENTARITY
5.1-2,5.2.5-4,0.6907,COMPLEMENTARITY
5.5-2,5.2.2-2,0.6907,COMPLEMENTARITY
5.11-1,5.2.1-4,0.6906,COMPLEMENTARITY
5.2-2,5.1.3-2,0.6906,COMPLEMENTARITY
5.6-3,5.2.3-2.1,0.6906,COMPLEMENTARITY
5.9-2,5.2.5-3,0.6906,COMPLEMENTARITY
5.3-2,5.1.2-7,0.6906,COMPLEMENTARITY
5.4-1,5.2.3-2.1,0.6906,COMPLEMENTARITY
5.6-1,5.1.1-1,0.6906,COMPLEMENTARITY
5.3-12,5.1.4-3,0.6906,COMPLEMENTARITY
5.3-16,5.2.1-2,0.6905,COMPLEMENTARITY
5.2-2,5.2.3-1,0.6905,COMPLEMENTARITY
5.3-6B,5.2.3-2,0.6905,COMPLEMENTARITY
5.3-9,5.3.1-3,0.6905,COMPLEMENTARITY
5.6-7,5.2.2-6,0.6905,COMPLEMENTARITY
5.1-1,5.2.4-1.2,0.6904,COMPLEMENTARITY
5.6-4A,5.2.2-5,0.6903,COMPLEMENTARITY
5.2-1,5.2.5-4,0.6903,COMPLEMENTARITY
5.6-4A,5.1.3-1.3,0.6903,COMPLEMENTARITY
5.6-3,5.1.2-4,0.6903,COMPLEMENTARITY
5.3-2,5.2.5-3,0.6903,COMPLEMENTARITY
5.0-1,5.2.5-2.1,0.6903,COMPLEMENTARITY
5.4-1,5.3.1-3,0.6903,COMPLEMENTARITY
5.2-1,5.2.1-3.1,0.6903,COMPLEMENTARITY
5.4-2,5.1.3-1.2,0.6902,COMPLEMENTARITY
5.6-4A,5.1.4-4,0.6902,COMPLEMENTARITY
5.3-16,5.1.3-1.1,0.6902,COMPLEMENTARITY
5.4-2,5.1.2-5.1,0.6902,COMPLEMENTARITY
5.3-14,5.1.3-4,0.6902,COMPLEMENTARITY
5.6-2,5.2.4-1.2,0.6902,COMPLEMENTARITY
5.1-5,5.2.4-1.1,0.6902,COMPLEMENTARITY
5.1-4,5.1.4-5,0.6902,COMPLEMENTARITY
5.3-6A,5.2.5-4.1,0.6901,COMPLEMENTARITY
5.7-2,5.3.1-1,0.6901,COMPLEMENTARITY
5.6-3,5.1.4-2,0.69,COMPLEMENTARITY
5.10-1,5.4.1-1,0.69,COMPLEMENTARITY
5.6-8,5.2.2-6,0.69,COMPLEMENTARITY
5.3-7,5.2.2-1,0.69,COMPLEMENTARITY
5.0-1,5.1.4-3,0.69,COMPLEMENTARITY
5.6-1,5.5.1-1,0.69,COMPLEMENTARITY
5.3-16,5.2.4-1,0.6899,COMPLEMENTARITY
5.8-1,5.1.3-1.3,0.6899,COMPLEMENTARITY
5.5-7,5.2.2-3,0.6899,COMPLEMENTARITY
5.3-7,5.1.2-1,0.6899,COMPLEMENTARITY
5.6-8,5.1.2-5,0.6899,COMPLEMENTARITY
5.3-4B,5.2.5-3,0.6899,COMPLEMENTARITY
5.6-1,5.1.1-2.2,0.6899,COMPLEMENTARITY
5.3-12,5.1.1-1,0.6899,COMPLEMENTARITY
5.3-2,5.2.4-2,0.6899,COMPLEMENTARITY
5.4-4,5.2.5-3,0.6899,COMPLEMENTARITY
5.3-10,5.3.1-2,0.6899,COMPLEMENTARITY
5.3-4B,5.3.1-2.1,0.6898,COMPLEMENTARITY
5.3-1,5.2.4-1.1,0.6898,COMPLEMENTARITY
5.3-15B,5.2.1-3.1,0.6898,COMPLEMENTARITY
5.5-2,5.2.5-4,0.6898,COMPLEMENTARITY
5.3-12,5.2.1-4.1,0.6898,COMPLEMENTARITY
5.12-1,5.1.3-1,0.6897,COMPLEMENTARITY
5.8-2,5.1.4-1,0.6897,COMPLEMENTARITY
5.3-2,5.1.3-1.2,0.6897,COMPLEMENTARITY
5.6-8,5.2.5-4,0.6897,COMPLEMENTARITY
5.12-3,5.2.1-3.1,0.6897,COMPLEMENTARITY
5.5-7,5.4.1-1.1,0.6897,COMPLEMENTARITY
5.3-1,5.2.5-4.1,0.6897,COMPLEMENTARITY
5.12-1,5.2.5-2.1,0.6896,COMPLEMENTARITY
5.1-4,5.1.4-2,0.6896,COMPLEMENTARITY
5.6-3,5.4.1-1.1,0.6896,COMPLEMENTARITY
5.3-14,5.2.1-3.1,0.6895,COMPLEMENTARITY
5.10-1,5.1.3-1.1,0.6894,COMPLEMENTARITY
5.8-3,5.2.5-1,0.6894,COMPLEMENTARITY
5.3-2,5.2.3-2.2,0.6894,COMPLEMENTARITY
5.3-9,5.1.3-1,0.6893,COMPLEMENTARITY
5.8-3,5.2.4-2,0.6893,COMPLEMENTARITY
5.3-4B,5.2.5-2,0.6893,COMPLEMENTARITY
5.6-7,5.1.3-1.1,0.6892,COMPLEMENTARITY
5.5-2,5.4.2-2,0.6892,COMPLEMENTARITY
5.8-3,5.1.2-1,0.6892,COMPLEMENTARITY
5.6-8,5.1.3-1.2,0.6892,COMPLEMENTARITY
5.2-1,5.1.4-2,0.6892,COMPLEMENTARITY
5.3-10,5.2.3-2.2,0.6891,COMPLEMENTARITY
5.2-1,5.2.2-3,0.6891,COMPLEMENTARITY
5.1-2A,5.2.2-1,0.6891,COMPLEMENTARITY
5.6-8,5.2.4-2,0.689,COMPLEMENTARITY
5.4-2,5.4.2-1,0.689,COMPLEMENTARITY
5.6-1,5.1.2-2,0.689,COMPLEMENTARITY
5.3-4A,5.2.5-1,0.689,COMPLEMENTARITY
5.13-1B,5.4.2-2,0.689,COMPLEMENTARITY
5.6-1,5.3.1-3,0.6889,COMPLEMENTARITY
5.7-2,5.5.1-1,0.6889,COMPLEMENTARITY
5.1-3,5.3.1-2,0.6889,COMPLEMENTARITY
5.7-1,5.1.3-2,0.6888,COMPLEMENTARITY
5.6-1,5.1.1-2,0.6888,COMPLEMENTARITY
5.4-3,5.1.4-2,0.6888,COMPLEMENTARITY
5.1-1,5.1.4-3,0.6888,COMPLEMENTARITY
5.7-1,5.1.2-3,0.6887,COMPLEMENTARITY
5.6-8,5.4.2-1,0.6887,COMPLEMENTARITY
5.12-2,5.1.1-2,0.6887,COMPLEMENTARITY
5.11-1,5.4.1-1,0.6887,COMPLEMENTARITY
5.9-1,5.3.1-2.2,0.6887,COMPLEMENTARITY
5.5-5,5.2.1-3.1,0.6887,COMPLEMENTARITY
5.13-1B,5.5.1-2,0.6887,COMPLEMENTARITY
5.3-6A,5.1.3-1,0.6887,COMPLEMENTARITY
5.3-3,5.1.4-5,0.6887,COMPLEMENTARITY
5.3-10,5.1.2-5,0.6887,COMPLEMENTARITY
5.6-3,5.4.1-2,0.6886,COMPLEMENTARITY
5.3-3,5.1.1-1,0.6886,COMPLEMENTARITY
5.3-1,5.2.5-3,0.6885,COMPLEMENTARITY
5.10-1,5.1.1-1,0.6885,COMPLEMENTARITY
5.5-6,5.2.1-4.1,0.6885,COMPLEMENTARITY
5.13-1B,5.2.1-3,0.6885,COMPLEMENTARITY
5.3-9,5.2.1-4.1,0.6885,COMPLEMENTARITY
5.1-5,5.1.4-1,0.6884,COMPLEMENTARITY
5.5-6,5.1.2-2,0.6884,COMPLEMENTARITY
5.2-2,5.1.3-1.1,0.6884,COMPLEMENTARITY
5.13-1A,5.1.4-4,0.6884,COMPLEMENTARITY
5.2-2,5.1.3-1,0.6884,COMPLEMENTARITY
5.3-4A,5.4.2-1,0.6883,COMPLEMENTARITY
5.3-6B,5.3.1-2,0.6883,COMPLEMENTARITY
5.1-2,5.2.5-2,0.6883,COMPLEMENTARITY
5.6-4A,5.3.1-2,0.6883,COMPLEMENTARITY
5.6-1,5.1.4-3,0.6883,COMPLEMENTARITY
5.11-2,5.3.1-2.2,0.6883,COMPLEMENTARITY
5.7-2,5.5.1-2,0.6883,COMPLEMENTARITY
5.13-1A,5.4.1-1,0.6883,COMPLEMENTARITY
5.6-2,5.1.2-3,0.6883,COMPLEMENTARITY
5.2-3,5.1.3-1.3,0.6882,COMPLEMENTARITY
5.6-8,5.3.1-2.2,0.6882,COMPLEMENTARITY
5.3-12,5.2.3-2,0.6882,COMPLEMENTARITY
5.5-7,5.1.2-1,0.6882,COMPLEMENTARITY
5.3-11,5.2.3-2.2,0.6882,COMPLEMENTARITY
5.4-1,5.1.2-5,0.6881,COMPLEMENTARITY
5.11-3,5.1.2-3,0.6881,COMPLEMENTARITY
5.3-11,5.2.3-2.1,0.6881,COMPLEMENTARITY
5.13-1A,5.1.4-5,0.6881,COMPLEMENTARITY
5.3-10,5.2.4-1.1,0.6881,COMPLEMENTARITY
5.3-11,5.1.1-1,0.6881,COMPLEMENTARITY
5.0-1,5.3.1-1,0.6881,COMPLEMENTARITY
5.8-2,5.2.1-3,0.6881,COMPLEMENTARITY
5.10-1,5.2.3-1,0.6881,COMPLEMENTARITY
5.3-10,5.2.1-3.1,0.688,COMPLEMENTARITY
5.3-4A,5.3.1-3,0.688,COMPLEMENTARITY
5.12-2,5.1.2-5.1,0.688,COMPLEMENTARITY
5.13-1B,5.3.1-1,0.688,COMPLEMENTARITY
5.6-3,5.1.4-5,0.688,COMPLEMENTARITY
5.9-2,5.3.1-2.2,0.6879,COMPLEMENTARITY
5.5-8,5.3.1-2.1,0.6879,COMPLEMENTARITY
5.5-7,5.1.4-3,0.6879,COMPLEMENTARITY
5.5-5,5.1.4-2,0.6879,COMPLEMENTARITY
5.3-14,5.4.2-1,0.6879,COMPLEMENTARITY
5.1-5,5.1.2-3,0.6879,COMPLEMENTARITY
5.12-3,5.2.4-2.1,0.6878,COMPLEMENTARITY
5.4-1,5.2.4-1,0.6878,COMPLEMENTARITY
5.8-1,5.1.4-1,0.6878,COMPLEMENTARITY
5.8-2,5.4.1-2,0.6877,COMPLEMENTARITY
5.3-6B,5.2.4-1,0.6877,COMPLEMENTARITY
5.4-4,5.3.1-2.1,0.6877,COMPLEMENTARITY
5.12-1,5.2.5-1,0.6877,COMPLEMENTARITY
5.12-1,5.1.3-3,0.6877,COMPLEMENTARITY
5.5-8,5.2.5-3,0.6877,COMPLEMENTARITY
5.3-2,5.3.1-2.1,0.6877,COMPLEMENTARITY
5.5-5,5.1.4-4,0.6877,COMPLEMENTARITY
5.6-5,5.2.1-3.1,0.6877,COMPLEMENTARITY
5.3-4B,5.2.3-4,0.6876,COMPLEMENTARITY
5.3-7,5.2.2-2,0.6876,COMPLEMENTARITY
5.3-10,5.2.3-3,0.6876,COMPLEMENTARITY
5.2-3,5.1.1-2.1,0.6876,COMPLEMENTARITY
5.6-2,5.1.2-5,0.6875,COMPLEMENTARITY
5.6-1,5.2.5-2.1,0.6875,COMPLEMENTARITY
5.4-4,5.2.3-2.2,0.6875,COMPLEMENTARITY
5.13-1A,5.2.3-2,0.6875,COMPLEMENTARITY
5.11-1,5.4.2-4,0.6875,COMPLEMENTARITY
5.1-3,5.1.3-1.3,0.6875,COMPLEMENTARITY
5.3-7,5.1.2-3,0.6874,COMPLEMENTARITY
5.1-2,5.2.4-1,0.6874,COMPLEMENTARITY
5.6-2,5.3.1-3,0.6874,COMPLEMENTARITY
5.6-7,5.4.2-3,0.6873,COMPLEMENTARITY
5.2-3,5.2.3-3,0.6873,COMPLEMENTARITY
5.7-1,5.2.2-1,0.6872,COMPLEMENTARITY
5.8-3,5.2.1-3,0.6872,COMPLEMENTARITY
5.8-1,5.1.4-3,0.6872,COMPLEMENTARITY
5.3-3,5.2.1-3.1,0.6872,COMPLEMENTARITY
5.1-2,5.3.1-2.1,0.6872,COMPLEMENTARITY
5.3-1,5.2.4-1,0.6872,COMPLEMENTARITY
5.3-9,5.2.2-4,0.6872,COMPLEMENTARITY
5.3-7,5.5.1-1,0.6872,COMPLEMENTARITY
5.12-2,5.1.4-1,0.6872,COMPLEMENTARITY
5.6-1,5.2.1-4.2,0.6872,COMPLEMENTARITY
5.3-1,5.1.1-2.2,0.6871,COMPLEMENTARITY
5.6-8,5.1.3-1.3,0.6871,COMPLEMENTARITY
5.3-4A,5.1.1-1,0.6871,COMPLEMENTARITY
5.3-5,5.1.1-2.1,0.6871,COMPLEMENTARITY
5.11-4,5.1.2-5,0.687,COMPLEMENTARITY
5.5-5,5.5.1-2,0.687,COMPLEMENTARITY
5.3-6B,5.1.4-3,0.687,COMPLEMENTARITY
5.3-10,5.4.2-4,0.687,COMPLEMENTARITY
5.3-10,5.3.1-2.1,0.687,COMPLEMENTARITY
5.10-1,5.1.3-2,0.687,COMPLEMENTARITY
5.0-1,5.2.5-3,0.6869,COMPLEMENTARITY
5.4-3,5.2.5-3,0.6869,COMPLEMENTARITY
5.3-14,5.2.3-3,0.6869,COMPLEMENTARITY
5.3-13,5.4.2-2,0.6869,COMPLEMENTARITY
5.10-1,5.3.1-1,0.6869,COMPLEMENTARITY
5.2-2,5.2.1-3.1,0.6868,COMPLEMENTARITY
5.8-1,5.4.2-1,0.6868,COMPLEMENTARITY
5.2-3,5.1.3-1.2,0.6868,COMPLEMENTARITY
5.3-6A,5.2.1-3.1,0.6868,COMPLEMENTARITY
5.6-7,5.1.2-1,0.6868,COMPLEMENTARITY
5.11-2,5.2.1-1,0.6868,COMPLEMENTARITY
5.3-5,5.4.2-3,0.6868,COMPLEMENTARITY
5.1-4,5.1.2-1,0.6868,COMPLEMENTARITY
5.3-4B,5.1.4-2,0.6868,COMPLEMENTARITY
5.3-3,5.2.1-4,0.6867,COMPLEMENTARITY
5.5-1,5.1.2-6,0.6867,COMPLEMENTARITY
5.13-1B,5.4.2-4,0.6867,COMPLEMENTARITY
5.11-4,5.1.1-1,0.6867,COMPLEMENTARITY
5.13-1B,5.2.5-3,0.6867,COMPLEMENTARITY
5.0-1,5.1.1-1,0.6867,COMPLEMENTARITY
5.5-1,5.2.2-3,0.6867,COMPLEMENTARITY
5.3-6A,5.1.2-4,0.6866,COMPLEMENTARITY
5.3-11,5.2.5-4.1,0.6866,COMPLEMENTARITY
5.6-7,5.4.1-1,0.6866,COMPLEMENTARITY
5.6-5,5.2.2-6,0.6866,COMPLEMENTARITY
5.11-4,5.2.3-2,0.6866,COMPLEMENTARITY
5.12-1,5.2.4-1.1,0.6866,COMPLEMENTARITY
5.3-12,5.1.3-1,0.6865,COMPLEMENTARITY
5.7-2,5.1.4-3,0.6865,COMPLEMENTARITY
5.12-2,5.5.1-1,0.6865,COMPLEMENTARITY
5.11-4,5.2.1-3,0.6864,COMPLEMENTARITY
5.6-8,5.2.4-1,0.6864,COMPLEMENTARITY
5.6-2,5.2.4-1,0.6864,COMPLEMENTARITY
5.0-1,5.4.2-2,0.6864,COMPLEMENTARITY
5.6-3,5.2.1-4.1,0.6864,COMPLEMENTARITY
5.6-7,5.1.4-5,0.6863,COMPLEMENTARITY
5.3-6B,5.2.1-4.2,0.6863,COMPLEMENTARITY
5.3-3,5.1.3-3,0.6863,COMPLEMENTARITY
5.3-14,5.1.1-2.1,0.6863,COMPLEMENTARITY
5.12-1,5.2.3-2.2,0.6863,COMPLEMENTARITY
5.12-2,5.2.1-4.2,0.6863,COMPLEMENTARITY
5.10-1,5.4.2-4,0.6863,COMPLEMENTARITY
5.1-2,5.2.3-2.2,0.6863,COMPLEMENTARITY
5.4-3,5.1.3-3,0.6863,COMPLEMENTARITY
5.3-10,5.1.2-1.1,0.6862,COMPLEMENTARITY
5.3-15A,5.1.3-3,0.6862,COMPLEMENTARITY
5.10-1,5.2.5-4.1,0.6862,COMPLEMENTARITY
5.3-1,5.5.1-1,0.6862,COMPLEMENTARITY
5.8-3,5.2.5-2.1,0.6862,COMPLEMENTARITY
5.12-2,5.1.2-1,0.6862,COMPLEMENTARITY
5.6-3,5.2.1-4.2,0.6861,COMPLEMENTARITY
5.6-7,5.2.3-2.1,0.6861,COMPLEMENTARITY
5.3-15B,5.1.4-1,0.6861,COMPLEMENTARITY
5.1-5,5.2.2-5,0.686,COMPLEMENTARITY
5.3-13,5.1.1-2.1,0.686,COMPLEMENTARITY
5.3-7,5.2.4-1.1,0.686,COMPLEMENTARITY
5.3-6B,5.2.5-3,0.6859,COMPLEMENTARITY
5.5-6,5.1.2-4,0.6859,COMPLEMENTARITY
5.10-1,5.1.2-4,0.6858,COMPLEMENTARITY
5.3-16,5.4.2-4,0.6858,COMPLEMENTARITY
5.6-9,5.3.1-2,0.6858,COMPLEMENTARITY
5.3-3,5.2.1-1,0.6858,COMPLEMENTARITY
5.1-4,5.1.4-3,0.6858,COMPLEMENTARITY
5.2-2,5.1.2-5.1,0.6857,COMPLEMENTARITY
5.3-4A,5.2.1-1,0.6857,COMPLEMENTARITY
5.3-1,5.2.2-5,0.6857,COMPLEMENTARITY
5.8-2,5.2.4-1.2,0.6857,COMPLEMENTARITY
5.2-1,5.1.3-4,0.6856,COMPLEMENTARITY
5.7-1,5.5.1-1,0.6856,COMPLEMENTARITY
5.5-7,5.5.1-2,0.6856,COMPLEMENTARITY
5.5-2,5.2.1-3.1,0.6856,COMPLEMENTARITY
5.8-2,5.1.4-4,0.6855,COMPLEMENTARITY
5.5-1,5.1.4-2,0.6855,COMPLEMENTARITY
5.5-5,5.2.3-4,0.6855,COMPLEMENTARITY
5.2-3,5.3.1-2,0.6855,COMPLEMENTARITY
5.5-1,5.1.3-1.3,0.6855,COMPLEMENTARITY
5.3-6B,5.1.1-1,0.6855,COMPLEMENTARITY
5.2-1,5.2.3-3,0.6854,COMPLEMENTARITY
5.0-1,5.2.3-2.2,0.6854,COMPLEMENTARITY
5.3-14,5.2.4-3,0.6854,COMPLEMENTARITY
5.5-1,5.3.1-2,0.6854,COMPLEMENTARITY
5.12-2,5.2.3-2.1,0.6854,COMPLEMENTARITY
5.7-1,5.1.3-1.1,0.6853,COMPLEMENTARITY
5.8-1,5.1.4-2,0.6853,COMPLEMENTARITY
5.13-1A,5.2.2-1,0.6853,COMPLEMENTARITY
5.3-12,5.2.1-4.2,0.6853,COMPLEMENTARITY
5.9-1,5.4.1-2,0.6853,COMPLEMENTARITY
5.1-5,5.2.1-3,0.6853,COMPLEMENTARITY
5.6-9,5.1.2-6,0.6852,COMPLEMENTARITY
5.7-1,5.4.1-2,0.6852,COMPLEMENTARITY
5.5-1,5.2.4-3,0.6852,COMPLEMENTARITY
5.0-1,5.2.3-4,0.6852,COMPLEMENTARITY
5.1-1,5.1.2-5,0.6852,COMPLEMENTARITY
5.3-8,5.2.4-1.1,0.6851,COMPLEMENTARITY
5.3-6B,5.1.3-4,0.6851,COMPLEMENTARITY
5.10-1,5.1.4-1,0.6851,COMPLEMENTARITY
5.3-13,5.4.1-3,0.6851,COMPLEMENTARITY
5.5-2,5.2.2-5,0.6851,COMPLEMENTARITY
5.11-3,5.2.5-4.1,0.685,COMPLEMENTARITY
5.3-16,5.2.4-2,0.685,COMPLEMENTARITY
5.1-2,5.1.4-2,0.685,COMPLEMENTARITY
5.4-4,5.1.2-5.1,0.685,COMPLEMENTARITY
5.3-15B,5.1.3-3,0.685,COMPLEMENTARITY
5.1-2A,5.2.1-4,0.685,COMPLEMENTARITY
5.3-8,5.2.5-4.1,0.685,COMPLEMENTARITY
5.6-8,5.1.2-7,0.685,COMPLEMENTARITY
5.11-4,5.2.2-5,0.6849,COMPLEMENTARITY
5.4-1,5.2.5-4.1,0.6849,COMPLEMENTARITY
5.5-1,5.4.2-1,0.6849,COMPLEMENTARITY
5.5-2,5.1.2-6,0.6849,COMPLEMENTARITY
5.12-2,5.1.1-2.2,0.6849,COMPLEMENTARITY
5.4-1,5.2.1-3.1,0.6849,COMPLEMENTARITY
5.2-3,5.2.5-4,0.6849,COMPLEMENTARITY
5.2-3,5.1.2-5,0.6849,COMPLEMENTARITY
5.13-1A,5.2.4-2,0.6848,COMPLEMENTARITY
5.1-4,5.1.2-6,0.6848,COMPLEMENTARITY
5.3-7,5.1.4-3,0.6848,COMPLEMENTARITY
5.3-1,5.2.2-1,0.6848,COMPLEMENTARITY
5.1-5,5.2.4-1.2,0.6848,COMPLEMENTARITY
5.9-1,5.3.1-3,0.6847,COMPLEMENTARITY
5.0-1,5.4.1-2,0.6847,COMPLEMENTARITY
5.7-2,5.2.1-1,0.6847,COMPLEMENTARITY
5.3-12,5.2.1-4,0.6847,COMPLEMENTARITY
5.3-6A,5.2.1-4,0.6847,COMPLEMENTARITY
5.3-14,5.2.5-4,0.6847,COMPLEMENTARITY
5.11-4,5.2.4-1.1,0.6846,COMPLEMENTARITY
5.3-1,5.2.3-2.2,0.6846,COMPLEMENTARITY
5.4-4,5.2.3-4,0.6846,COMPLEMENTARITY
5.4-3,5.1.1-2,0.6846,COMPLEMENTARITY
5.0-1,5.1.3-1.3,0.6846,COMPLEMENTARITY
5.6-4A,5.2.5-2,0.6846,COMPLEMENTARITY
5.5-8,5.1.4-2,0.6845,COMPLEMENTARITY
5.1-5,5.1.2-5,0.6845,COMPLEMENTARITY
5.3-1,5.2.3-3,0.6845,COMPLEMENTARITY
5.3-15A,5.2.2-4,0.6845,COMPLEMENTARITY
5.8-3,5.2.5-2,0.6845,COMPLEMENTARITY
5.2-2,5.1.2-1,0.6845,COMPLEMENTARITY
5.1-1,5.2.4-1,0.6845,COMPLEMENTARITY
5.9-2,5.2.5-1,0.6845,COMPLEMENTARITY
5.1-4,5.1.4-1,0.6845,COMPLEMENTARITY
5.6-1,5.1.4-1,0.6844,COMPLEMENTARITY
5.12-3,5.1.2-6,0.6844,COMPLEMENTARITY
5.3-15A,5.3.1-3,0.6844,COMPLEMENTARITY
5.6-3,5.2.5-2.1,0.6843,COMPLEMENTARITY
5.1-3,5.3.1-2.1,0.6843,COMPLEMENTARITY
5.2-1,5.1.3-1.2,0.6843,COMPLEMENTARITY
5.1-4,5.5.1-2,0.6843,COMPLEMENTARITY
5.5-1,5.3.1-2.1,0.6843,COMPLEMENTARITY
5.4-2,5.1.3-1.3,0.6842,COMPLEMENTARITY
5.12-2,5.3.1-2.1,0.6842,COMPLEMENTARITY
5.5-2,5.4.2-4,0.6842,COMPLEMENTARITY
5.1-4,5.2.1-4.2,0.6842,COMPLEMENTARITY
5.3-7,5.2.1-3.1,0.6842,COMPLEMENTARITY
5.3-12,5.1.2-3,0.6842,COMPLEMENTARITY
5.6-1,5.2.3-2.2,0.6842,COMPLEMENTARITY
5.8-1,5.4.1-2,0.6841,COMPLEMENTARITY
5.3-13,5.2.1-2,0.6841,COMPLEMENTARITY
5.3-16,5.1.2-5,0.6841,COMPLEMENTARITY
5.7-1,5.3.1-2.2,0.6841,COMPLEMENTARITY
5.3-16,5.1.2-2,0.684,COMPLEMENTARITY
5.1-2,5.4.2-2,0.684,COMPLEMENTARITY
5.6-8,5.2.2-5,0.684,COMPLEMENTARITY
5.1-5,5.1.4-2,0.684,COMPLEMENTARITY
5.3-4B,5.2.4-3,0.6839,COMPLEMENTARITY
5.5-5,5.3.1-2.1,0.6838,COMPLEMENTARITY
5.5-4,5.2.1-4,0.6838,COMPLEMENTARITY
5.3-7,5.4.2-1,0.6838,COMPLEMENTARITY
5.3-14,5.1.2-7,0.6837,COMPLEMENTARITY
5.3-10,5.1.3-1.3,0.6837,COMPLEMENTARITY
5.3-6A,5.2.3-2.2,0.6837,COMPLEMENTARITY
5.6-5,5.1.4-3,0.6837,COMPLEMENTARITY
5.1-4,5.2.2-5,0.6837,COMPLEMENTARITY
5.6-5,5.2.2-3,0.6837,COMPLEMENTARITY
5.3-8,5.2.5-2.1,0.6837,COMPLEMENTARITY
5.6-9,5.2.2-5,0.6837,COMPLEMENTARITY
5.6-5,5.2.4-1.1,0.6837,COMPLEMENTARITY
5.3-1,5.1.3-1.2,0.6836,COMPLEMENTARITY
5.3-1,5.2.1-3,0.6836,COMPLEMENTARITY
5.12-1,5.2.1-3.1,0.6836,COMPLEMENTARITY
5.1-2,5.1.3-4,0.6836,COMPLEMENTARITY
5.6-5,5.1.1-2.2,0.6836,COMPLEMENTARITY
5.4-1,5.2.4-2,0.6835,COMPLEMENTARITY
5.6-5,5.1.2-2,0.6835,COMPLEMENTARITY
5.1-1,5.4.1-2,0.6835,COMPLEMENTARITY
5.3-3,5.1.2-2,0.6834,COMPLEMENTARITY
5.6-9,5.3.1-2.1,0.6834,COMPLEMENTARITY
5.3-3,5.2.3-2.1,0.6834,COMPLEMENTARITY
5.12-3,5.2.5-3,0.6834,COMPLEMENTARITY
5.1-5,5.3.1-3,0.6834,COMPLEMENTARITY
5.3-9,5.1.2-4,0.6834,COMPLEMENTARITY
5.4-1,5.4.2-4,0.6834,COMPLEMENTARITY
5.3-6B,5.2.4-3,0.6834,COMPLEMENTARITY
5.3-14,5.4.2-2,0.6833,COMPLEMENTARITY
5.3-16,5.2.4-3,0.6833,COMPLEMENTARITY
5.12-1,5.2.1-2,0.6833,COMPLEMENTARITY
5.11-1,5.4.1-1.1,0.6833,COMPLEMENTARITY
5.3-5,5.1.3-1,0.6833,COMPLEMENTARITY
5.13-1A,5.2.3-1,0.6833,COMPLEMENTARITY
5.6-4B,5.4.2-3,0.6832,COMPLEMENTARITY
5.3-15A,5.2.1-3.1,0.6832,COMPLEMENTARITY
5.10-1,5.2.1-2,0.6832,COMPLEMENTARITY
5.4-2,5.5.1-2,0.6832,COMPLEMENTARITY
